X Y Xerr Yerr
110 151 1 2 
108 156 1 2
106 167 1 2
104 178 1 2
102 187 1 2
100 198 1 2
98 213 1 2
96 225 1 2
94 239 1 2
92 256 1 2
90 273 1 2
88 295 1 2      
86 312 1 2
84 334 1 2
82 355 1 2
80 382 1 2
75 449 1 2
70 544 1 2
65 658 1 2
60 792 1 2
55 938 1 2
50 1149 1 2
