X Y Xerr Yerr
-30 -30 1 0.1
-25 -25.4 1 0.1
-20 -20.9 1 0.1
-15 -16.5 1 0.1
-10 -12.3 1 0.1
-5 -7.3 1 0.1
0 -1.9 1 0.1
5 2.9 1 0.1
10 7.3 1 0.1
15 11.8 1 0.1
20 16.8 1 0.1
25 21.2 1 0.1
30 26.6 1 0.1
