X Y
-30 0.0008707753313283457
-25 0.001780508441377076
-20 0.004297442944218806
-15 0.013461714155212148
-10 0.06771844954792891
-5 1.0793760887822272
-2.5 17.253584101804012
2.5 17.253584101804012
5 1.0793760887822272
10 0.06771844954792891
15 0.013461714155212148
20 0.004297442944218806
25 0.001780508441377076
30 0.0008707753313283457
