V I VErr IErr
-61 -0.228 1.0 0.001
-153 -0.187 1.0 0.001
-252 -0.143 1.0 0.001
-344 -0.107 1.0 0.001
-485 -0.06 1.0 0.001
-585 -0.039 1.0 0.001
-709 -0.023 1.0 0.001
-842 -0.0126 1.0 0.001
-952 -0.0069 1.0 0.001
-1045 -0.0032 1.0 0.001
