X Y Xerr Yerr
220 0.06 1 2.1413e-03
200 0.05 1 2.1413e-03
180 0.05 1 2.1413e-03
160 0.05 1 2.1413e-03
140 0.05 1 2.1413e-03
120 0.04 1 2.1413e-03
100 0.04 1 2.1413e-03
80 0.04 1 2.1413e-03
60 0.03 1 2.1413e-03
40 0.02 1 2.1413e-03
20 0.01 1 2.1413e-03
0 0.00 1 2.1413e-03
