X Y Xerr Yerr
90 -1.5 1 0.1
85 0.21 1 0.1
80 6.2 1 0.1
75 11 1 0.1
70 15.6 1 0.1
65 19.2 1 0.1
60 21.2 1 0.1
55 22.9 1 0.1
50 24.3 1 0.1
45 25 1 0.1
40 25.8 1 0.1
