V I VErr IErr
-60 -1.27 1.0 0.001
-308 -0.53 1.0 0.001
-392 -0.313 1.0 0.001
-466 -0.158 1.0 0.001
-548 -0.0524 1.0 0.001
-594 -0.0243 1.0 0.001
-632 -0.0108 1.0 0.001
-675 -0.0021 1.0 0.001
-740 0.0048 1.0 0.001
