V I VErr IErr
-121 -0.98 1.0 0.001
-195 -0.766 1.0 0.001
-261 -0.58 1.0 0.001
-292 -0.503 1.0 0.001
-316 -0.44 1.0 0.001
-372 -0.303 1.0 0.001
-435 -0.174 1.0 0.001
-463 -0.13 1.0 0.001
-490 -0.09 1.0 0.001
-530 -0.0503 1.0 0.001
-580 -0.0209 1.0 0.001
-605 -0.0124 1.0 0.001
-650 -0.0031 1.0 0.001
-702 -0.0024 1.0 0.001
-739 0.0047 1.0 0.001
-710 0.003 1.0 0.001
