X Y
-30 0.006666168663407414
-25 0.01363057628049031
-20 0.03289881839421392
-15 0.10305535059236244
-10 0.5184145554770205
-5 8.263099332516791
5 8.263099332516791
10 0.5184145554770205
15 0.10305535059236244
20 0.03289881839421392
25 0.01363057628049031
30 0.006666168663407414
