V I VErr IErr
-43 -0.430 1.0 0.001
-262 -0.157 1.0 0.001
-460 -0.019 1.0 0.001
-521 -0.0071 1.0 0.001
-580 -0.0015 1.0 0.001
-609 -0.0004 1.0 0.001
-631 0.00017 1.0 0.001
