X Y Xerr Yerr
-228 59.9 1 0.1
-210 55.4 1 0.1
-190 50.1 1 0.1
-170 44.7 1 0.1
-150 39.5 1 0.1
-130 34.2 1 0.1
-110 29 1 0.1
-90 23.5 1 0.1
-70 18.3 1 0.1
-50 13.1 1 0.1
-30 7.7 1 0.1
-10 2.3 1 0.1
10 -3 1 0.1
30 -8.2 1 0.1
50 -13.5 1 0.1
70 -18.8 1 0.1
90 -23.9 1 0.1
110 -29.2 1 0.1
130 -34.3 1 0.1
150 -39.4 1 0.1
170 -44.6 1 0.1
190 -49.6 1 0.1
210 -54.9 1 0.1
224 -58.5 1 0.1
