V I VErr IErr
-26 -2.55 1.0 0.001
-455 -1.11 1.0 0.001
-611 -0.70 1.0 0.001
-720 -0.484 1.0 0.001
-803 -0.347 1.0 0.001
-968 -0.161 1.0 0.001
-1047 -0.103 1.0 0.001
-1097 -0.074 1.0 0.001
-1163 -0.044 1.0 0.001
-1225 -0.0217 1.0 0.001
-1325 0.0045 1.0 0.001
