V I VErr IErr
-33 -1.28 1.0 0.001
-140 -1.041 1.0 0.001
-225 -0.851 1.0 0.001
-303 -0.693 1.0 0.001
-357 -0.58 1.0 0.001
-433 -0.429 1.0 0.001
-521 -0.298 1.0 0.001
-586 -0.215 1.0 0.001
-672 -0.137 1.0 0.001
-829 -0.053 1.0 0.001
-894 -0.033 1.0 0.001
-912 -0.029 1.0 0.001
-946 -0.021 1.0 0.001
-1003 -0.011 1.0 0.001
-1028 -0.0078 1.0 0.001
-1045 -0.0058 1.0 0.001
-1050 -0.0053 1.0 0.001
